country,classification,type,items,blogs,facebook,news,policies,twitter,wikipedia
US,Mathematics and computer science,gold,2847,173,300,192,17,1278,65
AG,Physical sciences and engineering,gold,1,0,0,0,0,1,0
AU,Physical sciences and engineering,gold,2900,188,375,244,18,1575,74
BD,Physical sciences and engineering,gold,274,3,15,3,0,76,0
BJ,Physical sciences and engineering,gold,14,0,1,0,0,9,0
BS,Physical sciences and engineering,gold,1,0,0,0,0,1,0
BY,Physical sciences and engineering,gold,84,1,7,2,0,37,0
CA,Physical sciences and engineering,gold,3508,186,324,200,13,1983,71
CY,Physical sciences and engineering,gold,69,3,9,4,1,28,1
CZ,Physical sciences and engineering,gold,1671,28,87,30,1,620,16
DE,Physical sciences and engineering,gold,11893,667,1242,818,20,6774,222
ER,Physical sciences and engineering,gold,1,1,0,0,0,1,0
GB,Physical sciences and engineering,gold,7667,631,983,657,35,5085,231
GT,Physical sciences and engineering,gold,2,1,1,0,0,2,0
HR,Physical sciences and engineering,gold,599,4,23,5,1,123,3
IE,Physical sciences and engineering,gold,489,19,38,27,2,283,16
JO,Physical sciences and engineering,gold,155,0,3,1,1,39,1
KP,Physical sciences and engineering,gold,5,0,0,1,0,2,0
CV,Mathematics and computer science,gold,1,0,0,0,0,1,0
GB,Mathematics and computer science,gold,1026,68,146,70,11,586,21
GE,Mathematics and computer science,gold,10,0,1,0,0,3,0
GP,Mathematics and computer science,gold,2,0,0,0,0,0,0
HN,Mathematics and computer science,gold,1,0,0,0,0,0,0
HU,Mathematics and computer science,gold,164,6,6,5,1,38,2
KH,Mathematics and computer science,gold,3,0,0,0,0,0,0
ME,Mathematics and computer science,gold,25,0,0,0,0,0,0
MN,Mathematics and computer science,gold,5,0,0,0,0,0,0
MZ,Mathematics and computer science,gold,1,0,1,0,0,1,0
NZ,Mathematics and computer science,gold,76,4,13,4,0,39,0
RW,Mathematics and computer science,gold,1,0,0,0,0,0,0
SY,Mathematics and computer science,gold,8,0,1,0,0,3,0
TH,Mathematics and computer science,gold,519,1,12,0,0,30,1
UA,Mathematics and computer science,gold,88,0,4,0,0,24,0
AZ,Physical sciences and engineering,gold,59,0,3,0,0,18,0
BB,Physical sciences and engineering,gold,1,0,0,0,0,0,0
BT,Physical sciences and engineering,gold,1,0,1,0,0,1,0
CH,Physical sciences and engineering,gold,2816,236,465,271,6,1942,63
EG,Physical sciences and engineering,gold,1885,15,67,15,1,412,7
FJ,Physical sciences and engineering,gold,11,0,0,0,0,2,0
GP,Physical sciences and engineering,gold,3,0,0,1,0,3,0
JM,Physical sciences and engineering,gold,3,0,0,0,0,1,0
LV,Physical sciences and engineering,gold,103,2,5,3,1,21,0
MA,Physical sciences and engineering,gold,479,10,78,35,0,231,5
MG,Physical sciences and engineering,gold,5,1,1,1,0,2,0
MM,Physical sciences and engineering,gold,3,0,0,0,0,2,0
MU,Physical sciences and engineering,gold,11,0,1,1,0,2,0
MW,Physical sciences and engineering,gold,4,0,1,0,0,1,0
NE,Physical sciences and engineering,gold,4,0,0,1,0,2,0
PA,Physical sciences and engineering,gold,19,3,4,2,0,15,1
PH,Physical sciences and engineering,gold,55,2,5,3,1,16,1
PY,Physical sciences and engineering,gold,1,0,0,0,0,1,0
QA,Physical sciences and engineering,gold,127,2,5,1,0,52,3
SY,Physical sciences and engineering,gold,47,0,2,0,0,6,0
VN,Physical sciences and engineering,gold,593,4,24,6,1,118,1
ES,Mathematics and computer science,gold,2726,23,171,49,10,874,20
ET,Mathematics and computer science,gold,19,0,0,0,0,4,0
FI,Mathematics and computer science,gold,219,2,16,9,1,62,3
IL,Mathematics and computer science,gold,141,7,16,5,0,50,3
IN,Mathematics and computer science,gold,1330,6,34,6,1,129,5
IR,Mathematics and computer science,gold,1123,0,34,3,1,119,1
KE,Mathematics and computer science,gold,11,0,2,0,0,4,0
LU,Mathematics and computer science,gold,17,0,3,0,0,13,2
MA,Mathematics and computer science,gold,137,0,0,0,0,11,0
MU,Mathematics and computer science,gold,4,0,0,0,0,0,0
MW,Mathematics and computer science,gold,2,0,0,0,0,1,0
NG,Mathematics and computer science,gold,73,0,4,1,0,17,0
OM,Mathematics and computer science,gold,17,0,0,0,0,2,0
PA,Mathematics and computer science,gold,8,0,2,0,0,3,0
SS,Mathematics and computer science,gold,1,0,0,0,0,0,0
TW,Mathematics and computer science,gold,1644,2,36,8,2,209,1
UG,Mathematics and computer science,gold,7,1,0,0,0,2,0
UY,Mathematics and computer science,gold,2,0,1,0,0,2,0
VE,Mathematics and computer science,gold,26,0,0,0,0,5,0
AE,Physical sciences and engineering,gold,190,4,9,8,0,63,3
AM,Physical sciences and engineering,gold,435,36,134,58,3,405,6
AO,Physical sciences and engineering,gold,4,0,0,0,0,0,0
AR,Physical sciences and engineering,gold,727,15,61,8,2,294,7
BF,Physical sciences and engineering,gold,11,0,0,0,0,2,0
HU,Physical sciences and engineering,gold,665,11,30,8,0,283,9
IN,Physical sciences and engineering,gold,9336,100,495,113,11,2813,82
IR,Physical sciences and engineering,gold,4053,20,143,15,4,871,8
MK,Physical sciences and engineering,gold,44,0,2,2,1,9,1
ML,Physical sciences and engineering,gold,1,0,0,0,0,0,0
MT,Physical sciences and engineering,gold,32,2,3,1,0,14,0
MX,Physical sciences and engineering,gold,2148,22,120,16,2,632,11
MZ,Physical sciences and engineering,gold,8,0,0,0,0,2,0
NA,Physical sciences and engineering,gold,6,0,0,0,0,2,0
NG,Physical sciences and engineering,gold,329,5,7,2,0,72,1
NO,Physical sciences and engineering,gold,633,20,56,21,6,305,13
NZ,Physical sciences and engineering,gold,321,9,31,10,2,169,7
CY,Mathematics and computer science,gold,17,2,2,1,0,7,0
FJ,Mathematics and computer science,gold,4,0,0,0,0,2,0
KR,Mathematics and computer science,gold,4067,4,89,16,3,603,11
LI,Mathematics and computer science,gold,2,0,0,0,0,2,0
LY,Mathematics and computer science,gold,9,0,0,0,0,2,0
MD,Mathematics and computer science,gold,3,1,0,0,0,1,0
MX,Mathematics and computer science,gold,853,2,23,6,0,138,0
MY,Mathematics and computer science,gold,1017,6,31,13,3,184,5
PL,Mathematics and computer science,gold,1127,4,34,7,0,211,8
PT,Mathematics and computer science,gold,326,3,20,5,0,92,0
PY,Mathematics and computer science,gold,1,0,0,0,0,0,0
SI,Mathematics and computer science,gold,220,3,10,2,0,51,6
TN,Mathematics and computer science,gold,179,0,2,0,0,9,0
TZ,Mathematics and computer science,gold,8,0,1,0,0,3,0
ZW,Mathematics and computer science,gold,7,0,0,0,0,1,0
AL,Physical sciences and engineering,gold,12,0,0,0,0,3,0
BA,Physical sciences and engineering,gold,73,0,2,0,0,13,0
BE,Physical sciences and engineering,gold,1431,46,126,42,12,909,19
BG,Physical sciences and engineering,gold,213,6,5,6,2,73,1
BW,Physical sciences and engineering,gold,13,1,0,0,0,4,0
CM,Physical sciences and engineering,gold,67,1,1,0,0,16,1
CN,Physical sciences and engineering,gold,61864,696,2159,1111,46,15215,276
CR,Physical sciences and engineering,gold,34,1,6,0,0,11,0
CU,Physical sciences and engineering,gold,68,1,6,2,0,24,1
EC,Physical sciences and engineering,gold,73,1,5,0,0,26,0
ES,Physical sciences and engineering,gold,5931,181,658,263,11,3011,65
FR,Physical sciences and engineering,gold,5433,222,576,348,10,3102,87
GH,Physical sciences and engineering,gold,43,2,3,1,0,15,1
GR,Physical sciences and engineering,gold,745,20,45,13,4,372,16
IT,Physical sciences and engineering,gold,6823,185,647,230,13,3527,83
KZ,Physical sciences and engineering,gold,90,1,1,0,0,30,0
LY,Physical sciences and engineering,gold,33,0,1,0,0,6,0
NC,Physical sciences and engineering,gold,2,0,0,0,0,2,0
NL,Physical sciences and engineering,gold,1931,124,195,168,17,1267,51
NP,Physical sciences and engineering,gold,25,0,6,2,0,9,1
RU,Physical sciences and engineering,gold,3123,101,238,154,2,1491,33
ER,Social sciences and humanities,gold,3,1,0,0,0,1,0
ET,Social sciences and humanities,gold,463,45,57,9,4,291,4
FI,Social sciences and humanities,gold,719,87,178,87,38,516,17
GB,Social sciences and humanities,gold,6788,1227,2119,1099,468,5874,194
GP,Social sciences and humanities,gold,2,0,1,0,0,2,0
IE,Social sciences and humanities,gold,340,40,98,36,11,301,2
IS,Social sciences and humanities,gold,45,8,8,6,1,24,1
JP,Social sciences and humanities,gold,1830,116,368,105,43,1259,25
KR,Social sciences and humanities,gold,1910,53,197,66,15,831,11
LY,Social sciences and humanities,gold,6,1,2,0,0,4,0
MC,Social sciences and humanities,gold,1,1,1,1,0,1,0
MD,Social sciences and humanities,gold,2,0,0,0,0,0,0
MK,Social sciences and humanities,gold,24,1,3,1,0,8,0
MT,Social sciences and humanities,gold,12,0,3,1,0,5,0
MX,Social sciences and humanities,gold,824,39,117,28,9,303,7
MY,Social sciences and humanities,gold,468,26,69,19,11,210,7
NP,Social sciences and humanities,gold,140,11,31,7,11,93,2
PL,Social sciences and humanities,gold,945,20,118,32,6,398,11
PY,Social sciences and humanities,gold,3,1,0,0,0,0,0
SE,Social sciences and humanities,gold,1877,165,468,166,82,1337,29
SR,Social sciences and humanities,gold,5,0,1,1,0,1,0
SZ,Social sciences and humanities,gold,3,0,0,0,1,2,0
TG,Social sciences and humanities,gold,7,1,2,0,1,4,1
TT,Social sciences and humanities,gold,9,0,1,0,0,6,0
TW,Social sciences and humanities,gold,1214,36,140,38,13,556,13
TZ,Social sciences and humanities,gold,171,12,29,8,7,111,1
VN,Social sciences and humanities,gold,131,7,26,3,5,88,2
YE,Social sciences and humanities,gold,7,0,1,0,0,4,0
LK,Physical sciences and engineering,gold,53,0,3,1,0,14,0
LS,Physical sciences and engineering,gold,2,0,0,0,0,0,0
LT,Physical sciences and engineering,gold,270,2,13,2,0,70,4
MD,Physical sciences and engineering,gold,26,2,0,2,0,5,0
PK,Physical sciences and engineering,gold,2117,11,61,8,2,587,7
PT,Physical sciences and engineering,gold,1212,26,140,28,2,587,14
RW,Physical sciences and engineering,gold,3,1,0,0,0,0,0
SV,Physical sciences and engineering,gold,1,0,0,0,0,0,0
UY,Physical sciences and engineering,gold,66,2,7,2,0,35,1
ZA,Physical sciences and engineering,gold,1584,33,58,20,4,382,10
AL,Social sciences and humanities,gold,6,0,0,0,0,1,0
BB,Social sciences and humanities,gold,6,0,1,0,0,5,0
BE,Social sciences and humanities,gold,994,91,229,66,36,780,16
BH,Social sciences and humanities,gold,14,1,2,0,1,10,2
BJ,Social sciences and humanities,gold,16,0,2,0,0,10,0
CI,Social sciences and humanities,gold,11,2,2,0,0,7,1
CN,Social sciences and humanities,gold,8930,284,789,240,99,3728,69
EC,Social sciences and humanities,gold,89,4,16,4,1,52,2
GH,Social sciences and humanities,gold,258,20,39,11,10,164,4
GW,Social sciences and humanities,gold,1,0,0,0,0,1,0
KG,Social sciences and humanities,gold,10,0,0,0,0,4,0
KN,Social sciences and humanities,gold,1,1,0,0,0,0,0
KZ,Social sciences and humanities,gold,16,1,2,0,1,8,1
LI,Social sciences and humanities,gold,6,0,0,0,0,2,0
LK,Social sciences and humanities,gold,95,12,22,7,11,64,1
LR,Social sciences and humanities,gold,2,0,0,0,0,2,0
LS,Social sciences and humanities,gold,11,0,0,0,1,5,2
LT,Social sciences and humanities,gold,146,5,26,2,4,51,1
LV,Social sciences and humanities,gold,22,0,5,1,0,13,0
MM,Social sciences and humanities,gold,12,1,2,0,1,8,0
PS,Social sciences and humanities,gold,22,8,1,1,2,14,0
SG,Social sciences and humanities,gold,304,30,70,28,8,220,5
SN,Social sciences and humanities,gold,18,1,4,0,1,9,0
TR,Social sciences and humanities,gold,624,11,57,17,5,190,11
UZ,Social sciences and humanities,gold,4,0,1,0,0,2,0
VC,Social sciences and humanities,gold,1,0,0,0,0,0,0
ZW,Social sciences and humanities,gold,44,4,7,2,2,24,1
KR,Physical sciences and engineering,gold,10393,178,532,264,12,3192,59
LI,Physical sciences and engineering,gold,1,0,0,0,0,1,0
LR,Physical sciences and engineering,gold,1,0,0,0,0,1,0
LU,Physical sciences and engineering,gold,61,5,6,10,0,31,1
MN,Physical sciences and engineering,gold,8,0,0,0,0,1,0
RS,Physical sciences and engineering,gold,1280,4,41,4,3,84,3
SA,Physical sciences and engineering,gold,2534,27,79,38,2,627,11
SE,Physical sciences and engineering,gold,1945,84,206,151,12,1091,45
SG,Physical sciences and engineering,gold,1644,87,136,138,3,796,31
TR,Physical sciences and engineering,gold,2139,22,82,17,0,476,7
TW,Physical sciences and engineering,gold,4954,32,228,80,4,1411,34
UA,Physical sciences and engineering,gold,947,6,19,11,1,264,5
UG,Physical sciences and engineering,gold,12,3,3,1,1,5,0
UZ,Physical sciences and engineering,gold,35,0,1,1,0,14,0
VE,Physical sciences and engineering,gold,54,0,4,0,0,15,0
YE,Physical sciences and engineering,gold,28,0,0,0,0,9,0
AG,Social sciences and humanities,gold,1,0,0,0,0,1,0
BI,Social sciences and humanities,gold,3,1,1,0,0,1,0
BO,Social sciences and humanities,gold,14,2,2,1,0,5,2
BZ,Social sciences and humanities,gold,1,0,0,0,0,1,0
CH,Social sciences and humanities,gold,1404,189,317,146,75,1050,42
CL,Social sciences and humanities,gold,1125,18,95,18,3,276,13
DO,Social sciences and humanities,gold,4,0,1,0,0,3,1
EE,Social sciences and humanities,gold,100,5,26,5,3,45,1
FJ,Social sciences and humanities,gold,8,0,2,0,2,5,1
GD,Social sciences and humanities,gold,4,0,1,0,0,3,0
GF,Social sciences and humanities,gold,7,2,2,2,0,6,0
GR,Social sciences and humanities,gold,284,25,50,14,9,156,6
HN,Social sciences and humanities,gold,3,0,0,0,0,1,0
JM,Social sciences and humanities,gold,8,0,2,0,1,5,0
JO,Social sciences and humanities,gold,46,3,4,4,2,17,0
KP,Social sciences and humanities,gold,1,0,0,0,0,0,0
LA,Social sciences and humanities,gold,17,2,4,1,1,12,1
MW,Social sciences and humanities,gold,69,5,8,1,4,38,1
MZ,Social sciences and humanities,gold,29,3,6,1,1,20,1
RO,Social sciences and humanities,gold,375,11,43,8,5,125,0
SC,Social sciences and humanities,gold,1,0,0,0,1,0,0
ZM,Physical sciences and engineering,gold,9,0,0,0,1,2,0
AE,Social sciences and humanities,gold,94,10,13,7,2,54,4
BN,Social sciences and humanities,gold,7,0,1,0,0,1,0
CD,Social sciences and humanities,gold,20,3,4,0,2,15,1
CF,Social sciences and humanities,gold,1,0,0,0,0,1,0
DM,Social sciences and humanities,gold,2,0,1,0,0,1,0
DZ,Social sciences and humanities,gold,20,0,1,0,0,3,0
GT,Social sciences and humanities,gold,15,1,6,0,1,8,1
HU,Social sciences and humanities,gold,226,21,51,28,2,164,10
IR,Social sciences and humanities,gold,498,29,50,11,6,226,8
KE,Social sciences and humanities,gold,254,33,50,25,20,193,2
LB,Social sciences and humanities,gold,91,9,23,5,6,69,2
LU,Social sciences and humanities,gold,46,6,9,6,2,32,2
MA,Social sciences and humanities,gold,29,2,5,1,1,14,0
ME,Social sciences and humanities,gold,25,0,1,0,0,3,0
MU,Social sciences and humanities,gold,4,1,1,0,1,3,0
NA,Social sciences and humanities,gold,6,0,2,0,0,5,0
NG,Social sciences and humanities,gold,214,13,28,7,5,126,4
NI,Social sciences and humanities,gold,8,1,1,2,3,6,0
NO,Social sciences and humanities,gold,1350,169,338,160,44,948,16
OM,Social sciences and humanities,gold,15,2,3,0,0,10,1
PA,Social sciences and humanities,gold,8,1,1,1,0,4,0
PG,Social sciences and humanities,gold,10,2,2,1,3,7,0
PH,Social sciences and humanities,gold,39,4,6,1,2,23,0
QA,Social sciences and humanities,gold,48,3,12,2,3,33,1
SB,Social sciences and humanities,gold,1,0,0,0,0,0,0
SK,Social sciences and humanities,gold,125,1,10,2,0,33,2
SS,Social sciences and humanities,gold,2,0,0,0,0,1,0
ST,Social sciences and humanities,gold,1,0,1,0,0,1,0
SY,Social sciences and humanities,gold,6,1,1,1,1,5,0
TH,Social sciences and humanities,gold,254,12,47,9,19,144,4
TJ,Social sciences and humanities,gold,1,0,1,0,0,1,0
OM,Physical sciences and engineering,gold,77,1,3,0,0,27,2
PE,Physical sciences and engineering,gold,42,1,3,0,0,16,0
PF,Physical sciences and engineering,gold,5,0,1,1,0,3,0
PG,Physical sciences and engineering,gold,2,0,0,0,0,0,0
PS,Physical sciences and engineering,gold,41,0,1,0,0,11,0
PW,Physical sciences and engineering,gold,1,0,0,0,0,0,0
TG,Physical sciences and engineering,gold,1,0,0,0,0,0,0
TH,Physical sciences and engineering,gold,867,9,32,10,3,211,6
TZ,Physical sciences and engineering,gold,22,0,2,3,0,7,0
AW,Social sciences and humanities,gold,1,0,0,0,0,0,0
AZ,Social sciences and humanities,gold,4,0,1,0,0,1,0
BD,Social sciences and humanities,gold,193,13,28,12,8,124,7
BR,Social sciences and humanities,gold,6055,315,752,110,41,1645,30
BT,Social sciences and humanities,gold,7,0,0,1,1,5,0
CY,Social sciences and humanities,gold,35,2,9,2,1,21,1
DE,Social sciences and humanities,gold,3864,449,801,422,118,2767,83
EG,Social sciences and humanities,gold,99,3,11,3,1,34,1
GL,Social sciences and humanities,gold,8,1,1,1,0,4,0
GM,Social sciences and humanities,gold,10,1,2,0,0,7,1
GN,Social sciences and humanities,gold,2,0,0,0,1,2,0
GQ,Social sciences and humanities,gold,1,1,1,1,0,1,0
HR,Social sciences and humanities,gold,318,5,13,7,2,76,2
HT,Social sciences and humanities,gold,1,0,1,0,0,1,0
ID,Social sciences and humanities,gold,180,36,40,17,13,111,1
IL,Social sciences and humanities,gold,503,48,99,48,8,369,18
IN,Social sciences and humanities,gold,846,48,208,74,49,515,22
IQ,Social sciences and humanities,gold,32,3,4,1,1,17,2
IT,Social sciences and humanities,gold,2521,176,509,178,69,1593,48
KH,Social sciences and humanities,gold,29,4,8,2,3,24,0
MG,Social sciences and humanities,gold,17,5,3,1,1,10,1
NL,Social sciences and humanities,gold,3248,331,762,265,160,2561,54
NZ,Social sciences and humanities,gold,386,53,112,58,24,294,10
PE,Social sciences and humanities,gold,112,9,23,6,7,51,2
RU,Social sciences and humanities,gold,140,6,20,8,1,59,4
RW,Social sciences and humanities,gold,47,2,7,1,1,30,0
SI,Social sciences and humanities,gold,215,4,19,6,2,69,4
SV,Social sciences and humanities,gold,4,1,1,0,0,2,0
SD,Physical sciences and engineering,gold,38,0,4,0,0,12,0
SI,Physical sciences and engineering,gold,519,8,36,7,3,176,9
SL,Physical sciences and engineering,gold,1,0,0,0,0,0,0
SO,Physical sciences and engineering,gold,1,0,0,0,0,0,0
TD,Physical sciences and engineering,gold,1,0,0,0,0,0,0
TM,Physical sciences and engineering,gold,8,0,0,0,0,0,0
TN,Physical sciences and engineering,gold,484,2,13,6,0,116,0
TT,Physical sciences and engineering,gold,3,0,0,0,0,1,0
US,Physical sciences and engineering,gold,24321,2386,3194,2663,127,14769,662
ZW,Physical sciences and engineering,gold,13,1,1,0,0,1,0
AR,Social sciences and humanities,gold,552,21,75,11,4,141,7
AU,Social sciences and humanities,gold,4009,562,1180,566,392,3224,102
BA,Social sciences and humanities,gold,23,1,0,0,0,4,0
BS,Social sciences and humanities,gold,1,0,0,0,0,0,0
CR,Social sciences and humanities,gold,21,1,1,1,1,6,0
CU,Social sciences and humanities,gold,34,0,3,0,1,8,0
CV,Social sciences and humanities,gold,3,0,0,0,0,0,0
CZ,Social sciences and humanities,gold,316,12,54,14,3,143,7
ES,Social sciences and humanities,gold,5374,229,777,249,48,2317,60
FR,Social sciences and humanities,gold,1536,174,332,160,49,1046,27
GA,Social sciences and humanities,gold,3,0,0,0,0,2,0
GE,Social sciences and humanities,gold,11,1,3,1,0,6,0
KW,Social sciences and humanities,gold,36,1,5,2,1,18,0
ML,Social sciences and humanities,gold,12,1,3,1,1,7,1
MN,Social sciences and humanities,gold,10,0,1,0,0,5,0
NC,Social sciences and humanities,gold,5,0,0,1,0,2,0
NE,Social sciences and humanities,gold,7,0,1,1,0,3,0
PK,Social sciences and humanities,gold,296,11,39,7,14,127,3
PT,Social sciences and humanities,gold,834,52,137,33,8,354,7
RS,Social sciences and humanities,gold,409,8,13,5,4,67,5
SA,Social sciences and humanities,gold,390,15,47,10,5,178,4
SO,Social sciences and humanities,gold,2,0,1,1,0,2,0
TN,Social sciences and humanities,gold,27,1,4,0,1,13,0
TO,Social sciences and humanities,gold,1,0,0,0,0,1,0
SD,Social sciences and humanities,gold,22,0,5,3,1,15,0
SL,Social sciences and humanities,gold,6,0,1,0,1,4,1
TD,Social sciences and humanities,gold,1,1,1,0,0,1,0
ZA,Social sciences and humanities,gold,2174,100,284,98,42,874,22
UA,Social sciences and humanities,gold,29,2,3,2,2,15,3
UG,Social sciences and humanities,gold,194,17,43,18,11,149,2
